Количество звёзд,Текст рецензии,Количество слов
5,"5Практическая книга по воспитанию. Автор даёт инструменты и тут же показывает как ими пользоваться. Всё точно по делу, даже отступления. В книге вы не найдёте сложных определений и подробных поведенческих описаний. Книга не для рефлексии, а для действия. Есть проблема - составь план и строго следуй пунктам,  не отступай, и тогда ты имеешь большие шансы на успех.Найджел Латта пишет иронично и легко, но за его словами чувствуется большой опыт. Мне кажется, только накопив большой объём знаний о предмете, можно научиться  писать о нём просто.",82
5,"5Ох, и весело мне было, пока я читала эту книгу! Ох, и смешно!!! Я несколько раз взрывалась на такой дикий... Даже не хохот, а ржач. Нет, ну сами подумайте: герой выбрал героиню за 7 минут, по портрету и кратчайшей информации, героиня согласилась на брак, что говорится, ""не глядя"". А в медовый месяц поехали, прихватив с собой родственников. С обеих сторон... А у них всех шило в... Ну, продолжать не надо, да?! Что, ещё не весело? А тогда давайте, у них ещё диаметрально противоположные характеры и темпераменты будут!?В целом, суть же ясна?.. Один - холодный ледышка, привыкший к спокойствию, размеренности, независимости и самостоятельности, в браке ожидающий тишины, благодарности и покорности супруги. Вторая, кхм... Зоозащитница, активистка, девушка с характером, из разряда ""палец в рот не клади"". Короче говоря, благодарность её надо заслужить, а покорности вообще ждать не приходится. Слишком уж эта девушка... Деятельная, весёлая, задорная. А её любовь к животным - это... В общем, напомнила она мне кое-кого из моей жизни. Ну и как забыть про питомца?.. Естественно, спасённого от плохих, ищущих наживы, людей. Но не очень-то благодарного.Да... Кавардак уже обеспечен, не правда ли? В общем, весëлая зимняя история с любовью и бешеным темпом. Искры летят во всех смыслах и со всех сторон. А героиня... Я обожаю такой типаж. Может, потому, что и мы с подружками когда-то были такими же? Но, в любом случае, история цепляет. И совсем не завидуешь обоим героям попеременно... Потом завидуешь... А потом опять нет.Вся картина целиком складывается весëлая и впечатляющая, а иногда и вводящая в ступор... Честно говоря, не поверила бы, что такие люди, как Тереза существуют, если бы не дружила в своё время с практически точь-в-точь такой же девушкой. И в нескольких местах героиня воспринималась мной именно как эта девушка.Спасибо за такую весёлую, зажигательную, морозно-тëплую историю!!!",281
5,"5Эх, молодость! На что только не решишься, когда кажется, что ""море по колено"".Тьяго вызывает разные чувства: восхищение, гордость, сочувствие, нежность. Иногда его поступки кажутся до безобразия глупыми. Почему, например, он не стал бороться за свою любовь?!Выполняя опасную миссию, главному герою приходится сталкиваться с различными неприятностями, которые укрепляют его характер и делают Тьяго взрослее.Рядом с ним, бывает незримо, постоянно находится его наставник - сеньор Кальдера. Даже в конце книги, когда уже, казалось бы, Тьяго потерял всякую надежду, сеньор находит его и освобождает.На мой взгляд, история окончена. Благодарю за очень интересный остросюжетный детектив, который заставил сильно переживать за героев!",95
5,"5""Отец, отец, оставь угрозы,Свою Тамару не брани;Я плачу: видишь эти слезы,Уже не первые они.Напрасно женихи толпоюСпешат сюда из дальних мест.Немало в Грузии невест;А мне не быть ничьей женою!..О, не брани, отец, меня.Ты сам заметил: день от дняЯ вяну, жертва злой отравы!Меня терзает дух лукавыйНеотразимою мечтой;Я гибну, сжалься надо мной!Отдай в священную обительДочь безрассудную свою;Там защитит меня Спаситель,Пред ним тоску мою пролью,На свете нет уж мне веселья...Святыни миром осеня,Пусть примет сумрачная келья,Как гроб, заранее меня...""Нет, Спаситель не защитил, ибо от себя не скрыться даже в монастырских стенах... Поистине завораживающе - опьяняющая романтическая поэма Лермонтова о грузинской красавице Тамаре и её коварном искусителе падшем ангеле, которого она полюбила, обрекая себя на смерть. Поэма философская, она о добре и зле, которые вечно не могут поделить наши души и сердца. Иногда мирно приживутся в людских внутренних мирах и тихонечко бранятся между собой по временам. Ну а некоторые души просто разрывают на части во время своей смертельной схватки.Но вот какой вопрос меня волновал после прочтения. Почему такие чистые и прекрасные женщины, как Тамара, часто любят подобных Демонов? Про него мне всё понятно - он устал, творить зло прискучило, да и в нём, как и в любом самом плохом человеке, всегда сохраняется хоть маленькая толика чего-то доброго и светлого, которая часто просто дремлет где-то на самом дне души. И вот приходит момент, когда какая-то встреча своим божественным лучом проникает в эти недра тёмной души и, нежно касаясь того доброго и светлого, пробуждает его вместе с надеждой на перемену и возрождение, вернее перерождение из демона в ангела.""И Демон видел... На мгновеньеНеизъяснимое волненьеВ себе почувствовал он вдруг,Немой души его пустынюНаполнил благодатный звук —И вновь постигнул он святынюЛюбви, добра и красоты!""А Тамара! Почему она полюбила его? Потому что он коварный искуситель? А она чистая и неискушённая жизнью, поэтому и обманулась, да? Хорошие женщины ведь часто любят плохих мужчин. Нет, думаю дело далеко не только в этом. Было бы всё просто. Посмотрите что говорит ей её возлюбленный Демон :""Я тот, которому внималаТы в полуночной тишине,Чья мысль душе твоей шептала,Чью грусть ты смутно отгадала,Чей образ видела во сне.Я тот, чей взор надежду губит;Я тот, кого никто не любит;Я бич рабов моих земных,Я царь познанья и свободы,Я враг небес, я зло природы,И, видишь, — я у ног твоих!Тебе принес я в умиленьеМолитву тихую любви,Земное первое мученьеИ слезы первые мои.О! выслушай — из сожаленья!Меня добру и небесамТы возвратить могла бы словом.Твоей любви святым покровомОдетый, я предстал бы там,Как новый ангел в блеске новом;О! только выслушай, молю, —Я раб твой, — я тебя люблю!Лишь только я тебя увидел —И тайно вдруг возненавиделБессмертие и власть мою.Я позавидовал невольноНеполной радости земной;Не жить, как ты, мне стало больно,И страшно — розно жить с тобой.В бескровном сердце луч нежданныйОпять затеплился живей,И грусть на дне старинной раныЗашевелилася, как змей.Что без тебя мне эта вечность?Моих владений бесконечность?Пустые звучные слова,Обширный храм — без божества!""Я тот, кого никто не любит, я враг небес - и я у твоих ног! Я люблю тебя! И страшно мне розно жить с тобой! Я падший ангел, а ты мой храм, моё божество! Спаси, возроди меня! И при этом от него такая сила и искренность исходит, что даже у меня начинает кружиться голова... Женщины, кто устоит перед этим, скажите? Устоит только та, которая никогда не испытала это на себе... Женщины любят силу, заложенную в мужчине, а в нём её в избытке. А когда к силе прибавляется интеллект и некая духовная утончённость - это ядерная смесь. К тому же, каждая женщина в потенциале обладает материнскими чувствами, которые часто распространяет на всех, кого любит. Поэтому возродить, спасти, помочь - подобный призыв мужчины никогда не оставит равнодушной неискушённую душу.И ещё, самое главное, что привлекло прекрасную Тамару в Демоне. При всём своём коварстве, он не скрывал, кто он, каков он. Он не мирянин, у которого сердце, словно арена для борьбы добра и зла. Он - зло, но искренен, как и она в своей чистоте, поэтому недаром ушла в монастырь. Они словно две похожие души, которые находясь на противоположных полюсах мироздания, потянулись друг к другу, как две частицы чего-то общего, которое не смогло воссоединиться в этой демонической поэме гениального Лермонтова.",679
5,"5Великолепная книга, написанная профессором для студентов, изучающих художественную литературу, но полезная — конечно! — и любому пишущему человеку. Она читается удивительно легко:  меня не отпускало ощущение, будто я сижу у камина рядом с умным и острым на язык человеком, потягиваю глинтвейн и делаю то, что я люблю едва ли не больше всего на свете, — разговариваю о книгах! ))Фостер учит анализировать и присваивать художественный текст, и что же он имеет в виду под ""присваивать""? Не бояться объявить своим прочитанное, не бояться сформулировать своё мнение, своё видение авторской идеи, авторской символики, не бояться самому интерпретировать навязшее на зубах ""что хотел сказать автор"", в конце концов! Пусть это мнение поначалу будет ошибочным — пока не хватает читательского опыта, но всё равно: ""Это ваше. Это нечто особенное. Это то, чего нет ни у кого другого в целом мире. Точно так же, как ваш нос или большой палец. Все мы учимся друг у друга, когда читаем и обсуждаем прочитанное, и сам процесс чтения после этих обсуждений меняется"", — пишет Фостер.Это просто готовый девиз для любого книжного клуба!Фостер на протяжении книги даёт возможность взглянуть на многие художественные тексты глубже, чем мы делаем при поверхностном чтении, — с точки зрения символики и вторых, третьих смыслов, которые (осознанно или неосознанно!) закладывают в тексты авторы. Что могут значить в текстах вода, птицы, приёмы пищи, кони, вампиры, полёты, времена года... (автор в конце сам признаётся, что мог бы продолжить этот список до бесконечности, но считает, что книга и без того затянута, а его цель — не разжевать для читателей ВСЮ символику, а научить читателя её видеть и анализировать самостоятельно!). Как искать и находить в книгах аллюзии на Шекспира (и почему они есть почти везде :) , библейские мотивы и мотивы из греческой мифологии.Я уверена, что любой, кто любит читать художественную прозу, после этой книги почувствует себя богаче! У меня вдруг многие (даже знакомые) романы и рассказы ""заиграли"" по новому, будто включилась возможность видеть 3D изображение там, где раньше я замечала только плоскости. В самом конце книги Фостер предлагает ""лабораторную работу"": он целиком приводит небольшой рассказ (кстати, замечательный), просит читателя самостоятельно поразмышлять на тему ""что хотел сказать автор"", а потом показывает выдержки из сочинений своих учеников. Всё вместе — и сам рассказ, и анализ — произвело на меня неизгладимое впечатление.Писатель после прочтения этой книги снова осознает, насколько важно то, что мы несём внутри себя — насколько важно чтение как процесс формирования писательского опыта, насколько глубже, ярче, многограннее можно делать свои тексты, если учиться видеть смыслы, играть с аллюзиями, писать интертекстуальные произведения (литература — беспрерывный процесс, одни романы и рассказы вырастают из других — и так на протяжении веков, ух, мурашки по коже); писатель после прочтения пособия Фостера чувствует свою ответственность за вклад в мировую литературу, чувствует связь всего со всем, чувствует себя частью живого потока... это восхитительно.",441
5,"5Эта история о девушки, которая несмотря на жестокую судьбу осталась сильной духом и светлой душой.История начинается с ужасных событий в жизни маленькой Леоны. На ее дом нападают недруги, избивают и пытают мать, на глазах у ребенка. Ей удается сбежать и найти помощь у доброй знахарки Ружены. Она выходит ее и научит понимать свою силу, понимать природу и видеть то, что скрыто глазам обычных людей. И по истечению 8 лет, Леона направляется в путь, чтобы отыскать правду и свою семью.Мне очень понравилась книга, такая атмосферная и со славянским колоритом. Богата книга так же славянской мифологией, можно на страницах книги встретить и домовых, леших, мавок, волкодлаков и прочую мелкую нечисть.  Так гармонично соседствует обычный мир людей с миром нечисти. Домовые трогательно помогают и защищают дома, лешие своей силой могут как одарить спутника легкой дорогой, так и отобрать жизнь. Хитрые мавки, могут затащить в свой плен путников. Читая эти истории, ты как будто сам находишься в дивном месте, где мифы и чудеса оживают. Еще понравился момент с почитанием природы, самих существ населяющих ту или иную местность. Леона с такой заботой и вниманием относится к месту куда приходит и всегда с уважением к самой жизни и природе. Меня потряс момент с мавкой, ее история, ее борьба со злой сущностью и то что она смогла с помощью главной героини, освободить себя и своего дитя от зла и скверны и переродится.В книги много загадок и тайн. Все друг от друга что-то скрывают, недоговаривают. Очень будет интересно следить в следующей части за развитием персонажей и разгадыванию тайн.Немного бы хотела остановится на персонажах книги:Ружена, знахарка и наставница матери Леоны. Добрая сердечная женщина, которая спасла Леону от наемников и вырастила, как родную. Мне бы очень интересно было бы узнать ее историю, почему она осталась одна, сменила имя и отреклась от прошлой жизни.Леона смелая девушка, с чистым добрым сердцем, импульсивна, в силу возраста наивная и идеалистка. Мне нравится, как по сюжету она растет и понимает что мир не черно-белый и что иногда людям приходится делать зло. Мне немного растроили пару моментов с ней: это ее желание самостоятельности и то что она отказывалась от помощи других, чувствуя себя взрослой, хоть дальше пару деревень и не выезжала никуда. Но потом исправила свое поведение. Ей очень повезло с людьми, что попадались ей на пути, они были четными и добрыми.Кирьян наемник,смелый, горячий мужчина. Сначала вызывал у меня смутную тревогу, но своим действиями доказал, что достойный мужчина, смелый, готовый прийти на помощь. Надеюсь дальше про него еще будет упоминания.Бальжин талантливый кузнец, справедливый, добрый мужчина. По отечески относился к Леоне, защищал, оберегал, очень мне понравился персонаж.Таша сильная девушка, которая пожертвовала своим счастьем ради семьи. После страшной трагедии с отцом, она стала надежным тылом большой семье. И мне нравится, как впоследствии разрешилась все в ее жизни.Словцен настоящий мужчина, друг и хороший парень. Видно как он любит героиню и оберегает. Иногда и незаслуженно героиня его обижает. Я бы его назвала верным рыцарем, настоящей опорой.Воимир пока не раскрылся как персонаж, кто он спаситель или может быть враг? Что за страшная трагедие с ним случилась? И какие отношения у них будут с  Леоной?)Подводя итог хочу сказать автору спасибо, книга яркая, интересная, с сильными героями, интересными приключениями и большой интригой, что же будет дальней)",514
5,"4.5Сколько нелепых ситуаций, шума и хаоса вокруг нимфы.Сколько отказов и угроз огреть чем-то тяжёлым человек в здравом уме не стерпит, но он смогДаже я порядком устала, что нимфа постоянно убегает, но это не подпортило впечатления от историиПока я на относительно постельном режиме продолжаю кушать книги-одиночки автора.Отвлекаюсь и хотя бы перестаёт на время гудеть голова.Что я говорила в прошлом отзыве, чтобы прикладывать книги Марины к больному месту?)Источник",61
5,"5Книги автора Екатерины я не читала, но об авторе слышала много и хорошего. И даже скажу, что у меня куплено несколько книг, правда добраться прочитать не успела. На эту книгу смотрела уже некоторое время и тоже думала, что мне ее надо.О любовном привороте слышала, о смертельном первый раз. Прикольная история с академкой с прекрасным сюжетом. Ещё и интересно, что героиня не учится пошла в Академию и подработать лаборантом, но и ей там будет не легко. История меня зацепила сразу же.Главной героине Элли приходиться, идти против семьи, отказаться от неё. А всё потому, что родители решили за неё её судьбу. А она не согласна. Теперь ей предстоит самой выживать, а тут ещё оказалось что на нет смертельный приворот. Кто? Зачем? Для каких целей?? Как ей теперь избавиться от него?Героиня смелая, упрямая, она будет добиваться своего. У неё есть подруга она тоже та ещё штучка.Ей приходится для этого пройти многое и найти способ избавиться от приворота, и чем, быстрее тем лучше, ведь часики тикают. Сложные испытания и много интриг встретит на пути своём героиня.А ещё этот загадочный Корин, кто он? Что ему нужно от героини?? Какие цели он преследует?Сможет ли героиня найти способ избавиться от приворота? Помирится ли с родителями? Найдёт ли своё счастье??История мне понравилась, герои мне показались живыми, настоящими. Спасибо Екатерине за интересную, увлекательную историю, мне зашло.",216
5,"5Шикарная обожаю такие триллеры, которые держат до конца в напряжении. банальная история маньяка превратилась в захватывающий триллер! главная героиня и ее семья стали по настоящему родными читателю, надеемся на продолжение. история страшная, прошлое и настоящее соединились и пришли отомстить Алисе. читайте с удовольствием !",43
5,"5Автор - практикующий врач. Вся книга - это истории из его практики, отчего читается книга очень легко и интересно. Только от того, что это реальные случаи, а не применимые фантазией ситуации, для объяснения той или иной болезни - местами становится жутко.Второй основополагающий страх, после страха смерти - страх сойти с ума.Никогда до этого не задумывалась об этом, но теперь эта мысль прочно засела в моем тревожном сознании. Бесконечно жаль людей, замкнутых в своем сознании и неспособных найти выход. Тут даже не то чтобы не способны, а не понимающие в целом наличия у них проблемы. Этакое блаженное забытье. Всю часть с ""потерями"" читать было очень тяжело. Вот человек здоров, а завтра он не вспомнит то, что было вчера...В противовес очень понравились последние истории про аутичных людей и их гениальность, но неспособность нормально коммуницировать с окружающим миром. Истории по-своему теплые и удивительные, но только потому что сам Оливер Сакс испытывал к больным безграничное тепло и искреннюю заинтересованность. (насколько это возможно для врача)Книгу читала из-за книжного клуба, который мы организовали с друзьями и ни разу не пожалела о том, что у меня хватило терпения перебраться через первые истории.Больше моих рецензий и рекомендаций в моем тг канале : https://t.me/books_manga",187
5,"5«Мы разговариваем. Помногу, подолгу, с интересом.Мы вместе слушаем музыку. Всякую разную: от современного рэпа до классики.Мы молчим. Глядя друг на друга с обожанием.Мы смеемся. Иногда совсем без причины. И вот в этом во всем заключается наш маленький, но в то же время такой большой мир. Мир, в котором нас только двое и куда нет доступа больше никому.»Жизнь такая сложная штука, для того чтобы почувствовать хотя бы крохи истинного счастья - нужно пройти через боль и разочарования, окунуться в них с головой и прожить всем сердцем. Только не факт, что после этого ты останешься самим собой.Порой кажется что жизнь твоя идёт тем самым путём, к той самой точке под названием счастье, но никто 100% не скажет правда ли это так, особенно когда на душе тяжёлый груз. Так и Карина, казалось бы популярный и востребованный автор, прекрасный брак с успешным мужчиной, и всё просто чудесно, но... Только её книги в полной мере показывают обратную сторону медали, где слишком много страха и сомнений. Как выбраться из той ловушки, в которую угодила и при этом окончательно не потерять себя?Книга, которая буквально рвёт тебя и твою душу на части! Эмоций слишком много, а бросков из крайности в крайность ещё больше, каждый шаг как по минному полю, ошибиться страшно, но по-другому просто невозможно! Поднимаются действительно непростые темы и моменты, которые ты с одной стороны пытаешься понять и осмыслить, а с другой не утонуть в этом всём.Одна встреча изменила всё для обоих. Они оба слишком разные, из абсолютно разных миров, и конечно же неидеальные, из тех кто совершает ошибки и порой вызывает не только приятные эмоции, но в этом есть свой плюс, ведь это одна из тех самых правд жизни, которую некоторые попросту игнорируют, потому что не хотят принимать.Карина - одна из самых сильных героинь, что мне встречалась. Те моменты, что были в её жизни... Я не думаю что каждая женщина смогла бы всё это вынести, настолько это душераздирающе, плакала и думала: Как же ты смогла? И это сила, заставляет не только уважать, но и восхищаться ею всем сердцем, каждой своей клеточкой!Богдан же слишком шикарен! В нём очень много того, что я ценю и уважаю в людях, особенно в мужчинах! Он из тех, кто готов сделать ради любимой женщины абсолютно всё, даже что-то невозможное, знающий и понимающий слишком многое для своего возраста. Его нельзя не полюбить, потому что даже сквозь страницы чувствуется его этот живительный огонь, в котором хочется согреться, а возможно и сгореть!Книга, после которой буквально всё бурлит и кипит внутри меня! Ощущается тот самый ураган, как торнадо, который затягивает и закручивает тебя в свою воронку и не отпускает, потому что слишком силён этот ураган, сметающий всё на своём пути! Всё очень остро, ярко и предельно честно! Искренне во всевозможных аспектах и гранях, безумно эмоционально и сногсшибательно! Я осталась под огромным впечатлением от книги!",452
5,"5Я дочитала третью книгу и ещё сутки обдумывала её и всё взвешивала. Вобщем понравилось. Местами было скучновато и натянуто. В целом интересно. Хорошие герои. Главные. Остальные герои не раскрыты, почему-то, по настоящему. Вот этого не хватило. Нет не описания создания главной проблемы - каньена. Ни мыслей главного злодея. Много недомолвок. Нет объяснений что движет второстепенными героями, которые переодически играют весомую роль. Серия хорошая, но хотелось бы больше глубины. А так, безусловно, я буду скучать по этим героям.",75
5,"5Говорят, не стоит нарушать сказочные правила.  Знай своё место, помни про магические числа, запрет на еду и питье, не ворошил тёмных тайн и будь осторожнее с незнакомцами.Сказки с давних времен служат проводника и в реальный мир, ведь их ограничения готовят детей к ограничениями взрослой жизни, к необходимости взрослеть. И всегда, когда правила нарушаются, происходит нечто страшное. Но что если страшное заложено внутри самой сказки? Если она безнадёжно бесконечна, а мораль в ней словно тёмное отражение буддийских истин: ""Весь мир есть страдание""? Не стоит ли тогда переписать историю?""Ореховый Лес"" - история о взросления, О выборе и последствиях. О том, что даже добрые намерения могут обернуться большими бедами, но без этих бед нет ни надежд, ни роста, ни развития. О доверии, преданном и опраыданном. О том, что люди могут ошибаться и все же засллуживать прощения. О выборе семьи и ответственности за этот выбор. А ещё о том, что сказки могут похитить сердце, душу, мысли и нужно вовремя их вернуть.Юная Алиса живёт с матерью в дороге. Прочитанные книги привязываюсь память к определённым местам, где было мало доброго. И вот мать выходит замуж, жизнь встаёт на рельсы, чтобы тут же с них сойти. Тень бабушки, известной писательницы, дотягивается до родных даже из могилы. Чтобы выбраться из расставленых сетей, избежать выбранного кем-то предназначении, Алисе придётся вернуться к самому началу и пройти путь заново, смело глядя в глаза правде.Альберт удалось написать страшную, взрослых сказку в том самом, первом смысле. Историю-предостережение, историю-указатель. Тем, кто чувствует себя потерянным она действительно может помочь.",238
5,"5Несложно заметить, что если вести жизнь весьма осторожную и умеренную (как я) в достаточно цивилизованной обстановке, хотя конечно я чайлдфри, все конкретные жизненные негативы сводятся к нескольким пунктам (в противовес бессмысленным завываниям Бенатара о мировой скорби):1) Болезни-смерти родителей (песец подкрадывается, и как эгоистичного нарцисса-психопата меня крайне бесит, и я еще даже не всё из них выпытал по вопросам их мнений о современных сексуальных нравах, и мне иногда кажется, что наши возраста перепутали )).2) Болезни-смерти собственные (это лечится целебным самоубийством лет до 50, или 60, если жадность и трусость охватят, про религиозный запрет мне плевать, т.е. есть качественные контраргументы, конечно).3) Нерациональность окружающих )К примеру, одна моя знакомая очень переживает по своему пункту 1, и я конечно же в своем фирменном стиле предложил ей нечто типа Celebration of The Goat, она хорошо тщательно подумала (уже проблеск) и отказалась (решила спивацца видимо), я бы сказал, что она ошиблась по критерию минимизации негативов.",144
5,"5Ну вот и мной прочитано великое произведение Ф.М. Достоевского «Братья Карамазовы».Впечатления от данной книги на столько сильны, что хочется увековечить их в отзыве.Но обо всём по порядку.Я всегда писала отзывы опираясь лишь на собственные ощущения, потому что я не критик, а лишь скромный читатель и мне никогда не понять всего скрытого смысла, заложенного автором.Немного о Федоре Михайловиче.Наша симпатия возникла на уроке литературы в 10 классе. Учитель литературы таинственным голосом рассказывала, что мы будет весь следующий месяц знакомиться с произведением об одном убийце, проститутке и раскаянье.Вот это да! Подумал весь класс и уже в следующую перемену у библиотеки выстроилась длинная очередь, жаждущих прочитать таинственное произведение «Преступление и наказание».С этого и началось моё знакомство с этим великим человеком.С тех пор я прочитала у него ещё несколько книг:- Идиот- Униженные и оскорблённые- Подросток- Бедные люди- Белые ночи- ИгрокВсе эти книги так или иначе затронули струны моей души.И вот, после долгой подготовки со знанием дела я взяла с полки «Братьев Карамазовых».Я его начинала читать его в университете, но увидев много отталкивающей религии, отложила.Книга зрела.И вот, к 27 году жизни, совместно с одной знакомой мы вернулись к Братьям.Признаюсь, начав читать я не поняла, что меня так напугало 7 лет тому назад. Потому что даже начало интриговало и засасывало в пучину событий.Я хочу по максимуму избежать спойлеров, поэтому иногда буду говорить загадками, но обозначу своё отношение к героям и их поступкам.И начну я с отца семейства - Фёдор Павлович Карамазов. Русский мужик, не считавшийся со своими обязательствами, не особо переживающий о своих жёнах, детях. Любит играть, выпивать, считать деньги и бегать за женщинами. Он отвращает. Симпатия к этому человеку не проскальзывает ни на одно мгновение. Он весь соткан из вызовов, противоречий и соперничества. По ощущениям натура истеричная, демонстративная. По правде говоря, истинный ребёнок в обличье взрослого. Никто ему не объяснил простых истин, не научил любви и уважению.Его старший сын Митя ака Дмитрий Карамазов – самый похожий на отца персонаж и самый в тоже время не любимый последним. Вероятно, одно не исключает другого. Мите повезло чуть меньше остальных детей, за ним ходила прислуга и он был брошенным ребёнком. И оттуда выливаются все его взбалмошные поведения, гуляния и вспыльчивость. Всё от желания нравиться, демонстративно показывать свою щедрость и открытость.Иван Карамазов – интеллигент, начитанный, сдержанный, немногословный, но в душе таит целую бурю. Иван тот самый тип, про которых говорят – замороженный. Внутри у Ивана много чувств, эмоций, размышлений и потайных страстей. Его монологи и целые главы его размышлений вводят в транс. «Великий инквизитор» - тайные знания, которых испугался ещё сам Герман Гессе. Его мысли и чувства о Боге вызывают некий страх и трепет. Это самая загадочная и самая интересная фигура всего романа.Алёша Карамазов – младший сын был душкой, а не дураком. Такое ощущение, что Алёша стал сосредоточением всего хорошего, что могло быть в семье поровну, но увы, досталось всё Алеше. Я действительно полюбила этого персонажа. Он открытый, чуткий, наивный и добрый. Его любили все без исключения (разве что кроме Ракитина из зависти), даже отец, не питавший особых чувств ни к кому из старших братьев всегда почти был рад младшему.Алёше повезло с воспитанием и религиозным образованием и, конечно, старец Зосима внёс свой вклад в мысли юного Алексея. Он не был скуп или жаден, он готов был помогать всем и каждому. Эпизод с детьми – это вообще отдельная глава и она оставляет след в сердечке.Грушенька – всё моё естество противостоит писать об этой дамочке. Взбалмошная девушка, в сущности, не питавшая ни к кому сильных чувств, лишь к тем, кто её бросает. Все прочие, кто за ней вьются, остаются исключительно вне поля её интересов и лишь вызывают смех и пренебрежение. Про неё не хочется говорить очень много, но и возмущения она вызывала ежеминутно, когда появлялась в гуще событий.Катерина Ивановна – истинная леди с широкой душой, настоящая спасительница любого, кто нуждается, согреет, утешит, влюбится. Такая, широкая душа. Но это всё шуточки. Катерина гордая собой, но падкая на всех, кто проявляет к ней участие. Так она попалась на удочку Грушеньки, так она держалась за Митю, один Иван так и остался неприголубленным, но не оттого, что она противилась, а оттого, что Иван тоже очень интересен внутриТакже хочу сказать про немаловажного героя Смердякова, который очень лихо оказался втянутым в основной сюжет. Судьба его не щадила и лишь старалась сделать для него полегче. Так ему повезло оказаться рождённым во дворе Карамазовых и быть принятым в дом, как слуга и повар. Характера он пугливого и осторожного, однако никогда не лез в карман за словом и почему-то очень полюбил Ивана Федоровича, что обернётся в дальнейшим лихим сюжетным поворотом.Итак. Общее впечатление от романа – восхищение.Глубокие мысли автора о религии, человечестве и любви – проникают глубоко внутрь и вызывают отклик (но не всегда положительный).Однозначно рекомендую!",726
